"","Lessives.LVLb","Deodorants.ICOS1","EauDeToilette.ICOS2","ProdSoinCheveux.ICOS3","ProdSoinVisage.ICOS4","VernisOngleDissolv.ICOS5","NbPieceAvecProduitsChim.NQ142","NettoyantDeSurface.QPE1b","AutreNettoyants.QPE2b","DesodoAreosolVaporisateur.QPD1b","DesodoAutreEnsens.QPD2b","InsecticideAerosol.QPP1b","InsecticidePoudreBlocGel.QPP2b","NettoySolAspiration.QME1b","NettoySolBalaiSerp.QME2b","NettoyAutreQueSol.QME3b","CuissonFourTraditionnel.CUI1b","CuissonALeau.CUI2b","CuissonALaVapeur.CUI3b","CuissonParFriture.CUI4b","CuissonParGrillade.CUI5b","VoitureDansGarage.DGG3n","Fumeurs.FUMEURn","SechageLingeDansLogement.LVSBn","UtiliseSecheLinge.LVS4n","NettASecVetements.QNS1","PersExtPourMenage.AMN1n","TapisDescenteLitNeuf.QTA1n","NettASecTapisTissusmeuble.QTARIn","Plantes.QPV","Chiens.ANI21n","Chats.ANI22n","TraitementParasitesAnimaux.ANTCPn","HamsterCochonLapin.ANI25n","InsecticideBlatteFourmie.ULn","SortirOrduresExterieur.QOM1","OrduresDansPiece.QOM2n","EndroitStockageOrdures.QOM4","Bricolage.TMG6n","Jardinage.TMG7n","ProtMatelSimple.LIMHO0","ProtMatelImperm.LIMHO13","ProtMatelAntiAcariens.LIMHO23","ProtMatel.LIMHO4","NPVe1","HPRF","HSRF","MATER2","NIACe1","NSQ41e1","NSQ31e1","TMM1e1","TMM2e1","TMM3e1","TMMB1e1","TMMB2e1","TMMB3e1","TRM0e1","TRM1e1","TRM2e1","TRM3e1","TRM4e1","TRM5e1","TRM7e1","TRP0e1","TRP1e1","TRP2e1","TRP3e1","TRP5e1","TRS1e1","TRS2e1","TRS3e1","TRS4e1","TRS5e1","TRS6e1","TRS8e1","ACTP1","CHEM1","DBRI","DCA3e1","DGG2be1","FC316","FC812","FC9be11","FC9be12347","FC9be156","HCU11","HCU31","HCU323","HCU34","HPLBO","KCC1be1089","KCC1be11","KCC1be1234","KCC1be1567","KCC1be1555","KCC267","KCC34","KCC5","KEIU1","KEIU2","KVNT2e111","KVNT2e13","KVNT2e14","MATER017","MATER02","MATER03","MATER04","MATER056","REAB1","REAB23","REAB4","Age","Revenus","Nb_Person","Nb_Enfants_inf_10","Nb_Enfants_sup_10","Sexe","Diplome_Max","Type_Prof","Occupation","Source_ppale_Res","Structure_menage","cluster.ind","Formldéhyde"
"686",7,10.5,10.5,3.5,0,7,1,3.5,0,0,3.5,0,0,3.5,3.5,3.5,1,3.5,0,0,0,"3","2","2","4","3","1","1","1","2","1","2","2","1","1","2","2","3","5","1","1","1","1","1",6,300,150,1,1961,0,1,1,0,0,0.5,0.33,0,0,0.6,0,0.14,0,0,0,0,0,0,0.83,0,0,0,0.5,0.33,0.25,0,0,1,"2","1","3","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","1","2","1","1","2","1","2",55,1799,1,0,0,"1","4","4","6","5","1",1,12.02
"687",3.5,14,14,11,21,3.5,0,3.5,1,7,7,0,0,7,1,7,3.5,3.5,0,3.5,0,"4","1","2","5","3","1","2","1","2","1","1","3","2","1","1","2","3","1","1","1","1","1","2",4,250,82,2,1914,1,0,0,1,0,0,0,1,0.2,0.25,0,0.14,0,0,0,0,0,0,1,0,0,0,0.67,0,0,0,0,1,"1","2","2","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1",32,2349,2,0,0,"1","3","3","1","1","2",4,7.68
"688",1.5,14,10.5,3.5,7,0,1,0,3.5,0,1,0,0,1,0,0,3.5,3.5,0,3.5,0,"3","1","2","3","3","2","1","2","2","1","1","3","1","1","2","2","3","4","1","1","1","1","2",5,250,100,3,1914,1,0,1,0,0,0,0,1,0,0.78,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.33,0,0,0,1,"2","1","3","1","2","1","1","1","2","2","1","1","2","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","1","1","2","1","2",47,1799,2,0,0,"2","6","6","2","4","3",1,29.41
"689",3.5,14,24.5,0.5,7,1.5,1,1,0,0,14,0,0,3.5,0,1,3.5,7,3.5,0,0,"4","3","2","5","3","2","2","2","4","1","1","3","2","1","2","2","3","2","1","1","1","1","1",5,250,76,1,1961,1,0,0,1,0,0.17,0,0.6,0,0.2,0,0.14,0,0.43,0,0,0,0,1,0,0,0,1,0,0.2,0,0,1,"1","2","2","3","1","1","2","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","1","1","2","1",58,1799,2,0,1,"2","7","5","4","1","3",2,16.32
"690",7,21,7.5,28,28,0,1,3.5,0,1,1,0,0,1,3.5,1,3.5,3.5,7,0,0,"4","1","1","5","3","1","1","1","3","2","1","2","2","1","2","2","1","1","1","1","1","1","1",4,300,110,1,1871,1,0,0,1,0,0,0,0.57,0,0.83,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,1,"2","3","3","3","1","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","1",42,2349,5,2,2,"1","7","1","1","1","3",2,33.55
"691",3.5,0,0,21,17.5,0.5,1,1,0,1,0,0,0,1,0,0,3.5,3.5,1,0,0,"1","1","2","3","3","1","2","1","2","2","2","2","1","1","1","1","3","1","4","2","2","1","1",7,250,240,1,1914,0,1,1,0,0,0.5,0,0.33,0,0.8,0,0,0,0,0,0,0,0,1,0,0.75,0,0.33,0,0,0,0,1,"2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","1","1","2","1",60,4249,2,0,0,"1","8","4","4","3","3",1,8.62
"692",1.5,14,14,0,0,0.5,0,1,0,7,14,0,0,3.5,1,0,3.5,3.5,0,3.5,3.5,"4","4","2","5","3","2","2","1","3","1","1","3","1","1","1","2","3","1","1","1","1","1","1",6,250,100,1,1914,0,0,1,0,0,0.33,0,0.75,0,0.17,0,0,0,0.8,0,0,0,0,0.2,0,0,0,0.2,1,0,0,0,2,"1","3","3","3","1","2","1","1","1","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","2","1",68,1299,1,0,1,"2","8","6","4","3","1",1,2.99
"693",1.5,3.5,7,1.5,7,0,0,0,0,0,7,0,0,3.5,3.5,0,3.5,1,0,0,0,"1","1","2","2","3","1","1","1","1","1","1","3","1","1","2","1","1","1","1","1","1","1","1",5,250,120,2,1974,0,0,0.88,0,0.11,0.29,0.33,0.2,0,0,0,0.14,0.4,1,0,0,0,0,1,0.25,0,0,1,0.5,0,0,0,2,"1","1","3","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","2","2","1","2","1","2","1","1","1","1","1","1",73,1299,1,0,0,"1","7","3","4","3","1",1,28.56
"694",7,7,7.5,0,7,0,1,1,0,0,14,0,1,1,3.5,1,0,3.5,0,1,0,"4","1","2","5","3","2","1","1","1","1","1","3","1","1","1","2","1","3","3","2","2","1","1",6,250,90,1,1995,1,0,1,0,0,1,0.33,0,0.1,0.33,0,0,0,0.4,0,0,0,0,1,0,0,0,0.5,0,0,0,0,1,"2","3","1","3","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1",60,1299,3,1,0,"2","6","1","4","1","3",4,4.05
"695",3.5,0,7,4.5,14,0,0,3.5,0,1,3.5,0,0,1,3.5,1,3.5,3.5,0,1,3.5,"3","1","2","5","3","2","1","1","1","1","1","3","1","1","2","2","1","1","3","1","1","1","2",4,250,90,1,1974,1,1,1,0,0,0,0,1,0,0.57,0,0,0,0.29,0,0,0,0,1,0,0,0,0.25,0.67,0,0,0,2,"2","1","3","1","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","2","1","1","2","1","1","1","2","1","1","1","1",54,817,2,0,0,"1","3","3","1","1","3",4,11.59
"696",0.5,0,7,0,0,3.5,1,0,0,0,14,0,0,3.5,1,0,3.5,1,0,0,0,"1","1","2","5","3","1","1","1","3","1","1","3","1","1","2","2","3","1","3","1","1","1","1",5,310,84,1,1989,1,1,1,0,0,0,0.75,0,0.17,0.75,0,0,0,0,0,0,0.33,0,0.86,0,0,0,0.5,0.4,0,0,0,1,"2","2","3","1","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1",54,1799,1,0,0,"1","5","3","3","3","1",4,12.31
"697",3.5,14,14,7,15,1.5,1,7,7,0,0,0,0,3.5,3.5,7,0,3.5,3.5,0,1,"4","3","1","2","2","1","1","1","2","1","1","3","1","1","1","2","3","3","1","2","2","1","1",5,300,152,1,1961,1,1,0.87,0.2,0,0.67,0.2,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0.67,0,0.33,0,0,1,"1","2","3","2","1","2","1","1","1","2","1","1","2","1","1","2","1","1","1","1","1","1","1","2","2","1","1","1","2","1","1","2","1","2","1",57,2899,7,3,3,"2","9","6","4","4","3",3,28.9
"698",1.5,7,10.5,10.5,10.5,0.5,1,3.5,1,0,14,0,0,3.5,3.5,0,3.5,3.5,1,3.5,0,"1","3","2","5","3","2","1","1","4","1","1","3","1","1","2","1","2","1","1","1","2","1","1",5,250,200,1,2002,0,1,0.08,1,0,0,0,1,0.1,1,0,0,0,0,0,0,1,0,0,0,0.2,0,0.17,0,0,0,0,1,"2","2","3","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1",57,4249,1,0,0,"1","8","3","2","4","1",1,38.55
"699",3.5,0,21,0,0,0,1,1,1,7,14,0,7,3.5,7,0,3.5,3.5,3.5,0,1,"1","1","2","5","2","1","1","1","2","1","1","3","1","2","2","2","2","4","2","2","2","1","2",5,270,122,2,1974,0,1,1,0,0,0,0,0.67,0,0.67,0,0,0,0.33,0,0,0,0,0.8,0,0.67,0,0.33,0,0,0,0,1,"2","1","1","1","2","2","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","2","1","2","1","2",70,2349,4,0,1,"2","5","4","4","3","3",1,24.88
"700",1.5,14,10.5,0,14,0,1,3.5,3.5,0,1,0,0,0,1,3.5,0,3.5,3.5,0,0,"4","3","2","2","3","1","1","1","1","1","1","3","1","1","2","2","3","4","1","1","1","1","2",14,250,600,3,1961,1,0,0.88,0.13,0,0,1,0.33,0.17,0.29,0,0,0,0.83,0,0,0,0,1,0.13,0,0,0.5,0.75,0,0,0,1,"2","3","2","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2",39,4249,3,1,1,"2","7","3","1","1","3",1,39.16
"701",1.5,7,7,1,0,2,1,3.5,0,3.5,0,0,0,1,0,0,1,1,0,3.5,0,"4","1","2","5","3","1","1","1","1","2","2","2","1","1","1","1","1","1","2","1","1","1","1",5,250,150,2,1989,1,0,0,1,0,0,0.17,0.8,0,1,0,0,0,0,0,0,0.25,0,0.86,0,0,0,0.4,0.75,0,0,0,2,"2","1","3","2","1","2","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1",29,2349,1,0,0,"1","3","5","3","5","1",3,15.35
"702",1.5,0,7,3.5,7,0,1,1,0,0,1,0,0,1,7,0,0,3.5,0,0,3.5,"4","1","2","5","2","2","1","1","3","2","2","1","1","1","1","2","3","5","2","1","1","1","1",5,250,180,2,1974,1,0,0,1,0,0,0,0.8,0,0.67,0,0,0,0.17,0,0,0,0,0.8,0,0,0,0.4,0,0.17,0,0,1,"2","2","3","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","2","1","1","1","2","1",63,4249,1,0,0,"2","9","3","4","3","1",4,6.75
"703",7,14,8,3.5,7,0,1,0,0,0,7,0,0,3.5,3.5,0,7,7,1,3.5,0,"4","1","1","5","1","2","1","1","3","1","1","3","1","1","2","2","1","3","2","2","2","1","1",5,350,103,1,1871,0,0,0.79,0,0.2,0.33,0.2,0.33,0,0,0,0.2,0,0.5,0,0,0,0,0.67,0,0,0.4,0.5,0.45,0,0,0,1,"1","2","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","1","1","1","1","1","1","2","1",39,2899,2,0,0,"2","4","4","1","1","3",1,5.05
"704",7,7,14,0,14,0,1,0,0,7,14,0,0,3.5,0,0,3.5,3.5,0,3.5,0,"4","3","2","5","2","1","1","1","3","1","1","3","1","2","1","2","1","1","3","1","1","1","1",4,300,150,1,1948,1,0,0.86,0.14,0,0,0.5,0.4,0,1,0,0,0,0,0,0.5,0,0,0.5,0,0,1,0,0,0,0,0,1,"1","2","3","2","1","1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","1","2","1","1","1","1",45,4249,2,0,0,"1","9","6","1","1","2",2,20.11
"705",3.5,14,11.5,0,10.5,3.5,0,1,0,0,3.5,0,0,3.5,1,1,1,3.5,0,0,1,"1","2","1","5","3","1","1","1","1","1","1","3","1","1","1","2","3","5","1","1","1","1","1",5,250,150,1,1871,1,1,1,0,0,0.33,0,0.8,0,1,0,0,0,0,0,0.8,1,0,0,0,0.75,0,0.44,0,0,0,0,2,"2","2","3","1","1","2","1","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","2","2","1","2","1",43,1799,4,0,1,"2","2","5","1","1","3",1,14.66
"706",1.5,0,7,0,7,0,1,1,0,0,0,0,0,3.5,1,0,3.5,7,0,3.5,3.5,"4","1","1","5","3","1","1","1","2","1","1","3","1","1","1","1","1","1","4","1","1","1","1",6,250,100,1,1914,2,1,1,0,0,0,0.13,0.75,0,0.5,0,0,0,0.5,0,0.2,0,0,1,0,0,0,0.83,0.56,0,0,0,2,"2","1","3","3","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1",60,2899,1,1,0,"2","6","4","4","3","1",1,19.23
"707",3.5,14,10.5,7,14,0,0,0,7,7,7,0,0,3.5,3.5,3.5,3.5,3.5,1,1,3.5,"2","4","1","5","3","1","2","1","3","1","1","3","1","1","2","2","1","5","1","1","1","1","2",6,260,120,1,1914,0,1,1,0,0,0.25,0,0.5,0,0.25,0,0,0,0.57,0,0,0,0,0,0.11,0,0,1,0.75,0,0,0,2,"2","1","3","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","1","1","1","2","1","2",53,1299,2,0,0,"2","5","5","4","1","3",1,19.84
"708",1.5,14,14,3.5,7,7,1,3.5,0,7,0,3.5,0,1,1,0,1,3.5,0,0,0,"4","3","2","3","3","1","1","1","2","1","1","3","2","1","2","1","3","1","1","1","1","1","1",5,250,75,2,1974,1,0,0,0.8,0.2,0,0,0.5,0,0.8,0,0.14,0,0.11,0,0,0,0,1,0,0,0,0,0,0.75,0,0,1,"1","2","2","2","1","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","2","1","2",31,1299,4,0,3,"1","9","3","2","4","3",2,28.9
"709",1.5,14,7,0,7,3.5,1,1,0,7,3.5,0,0,1,1,1,0,3.5,3.5,0,0,"1","1","1","5","2","1","1","1","1","2","1","2","1","1","2","2","3","1","1","1","1","1","1",3,250,110,2,1974,1,1,0.4,0.58,0,0.4,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.5,0.43,0,0,2,"2","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1",61,4249,2,0,1,"2","4","2","4","3","3",4,11.06
"710",1.5,0,7,3.5,3.5,0.5,0,1,0,0,14,0,3.5,3.5,1,1,0,1,1,0,0,"1","1","2","5","3","1","1","1","1","1","1","3","1","1","1","2","3","1","1","1","1","1","1",5,240,75,1,1871,0,0,1,0,0,0,0,1,0.33,0.67,0,0.14,0,0.33,0,0,0,0,1,0,0,0,0.33,0,0,0,0,2,"2","1","3","1","2","1","1","1","2","2","2","1","1","1","1","1","2","1","1","1","2","1","1","2","2","1","1","1","1","2","1","1","2","1","2",79,2349,1,0,0,"2","1","3","4","3","1",4,7.27
"711",7,0,14,7.5,21,15.5,1,0,7,0,0,0,0,7,7,7,3.5,3.5,7,0,0,"4","2","2","5","3","2","2","1","3","1","1","3","2","1","1","2","1","1","1","1","1","1","1",5,265,120,1,1914,1,1,0.61,0.25,0.14,0,0,0,0,0,0,0,0,1,0.17,0,0,0,1,0,0,0,0.25,0,0,0,0,1,"2","3","3","3","1","2","1","1","1","1","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","1","1","2","1",36,4249,5,2,2,"2","7","3","3","1","3",3,15.86
"712",1.5,14.5,7,0.5,0.5,1,1,3.5,0,14,0,0,0,3.5,3.5,1,0,3.5,7,0,3.5,"4","1","1","5","3","2","1","1","2","1","1","3","1","1","1","2","3","2","5","1","1","1","1",3,230,80,2,1948,1,0,0.78,0,0.21,1,0,0,0,0.17,0,0.33,0,0,0,0,0,0,1,0,0,0,1,0,0.71,0,0,1,"2","2","3","2","2","2","1","1","1","2","1","2","2","1","1","2","1","1","1","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1",62,4249,2,0,0,"2","9","5","4","3","3",1,16.92
"713",3.5,7,14,3.5,7,0.5,1,3.5,0,7,0,0,0,1,3.5,0,3.5,3.5,0,3.5,0,"4","1","1","4","3","1","1","1","2","1","1","3","1","1","1","2","3","2","3","1","1","2","2",5,250,65,2,1967,1,1,1,0,0,0,0,1,0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0.5,0.33,0,0,1,"2","3","1","3","1","1","1","1","2","1","1","2","1","2","1","1","2","1","1","1","1","2","2","2","1","1","1","1","2","1","1","1","2","1","2",49,2349,2,0,0,"2","4","4","2","5","2",1,17.54
"714",3.5,14,14,0,7,0,1,7,0,0,0,0,14,1,7,3.5,1,3.5,0,0,3.5,"4","3","2","5","3","2","2","1","4","2","1","1","1","2","1","1","3","1","1","1","1","1","1",5,250,107,1,1948,1,0,0.79,0.22,0,0.1,0.2,0.5,0,0.4,0,0,0,0.2,0,0,0,0,0.89,0,0.67,0,0.33,0,0,0,0,1,"1","2","3","2","2","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","1","1","1",57,1299,2,0,1,"1","4","4","4","1","2",1,13.58
"715",3.5,14,15,0.5,0,0,1,1,0,0,0,0,0,0,3.5,0,3.5,1,1,1,1,"4","1","2","5","3","1","1","1","2","1","1","3","1","2","2","2","1","4","1","1","1","1","1",3,250,42,1,1974,0,0,1,0,0,0,0.6,0.75,0,0.75,0,0,0,0,0,1,0.71,0,0,0,0,0,0.57,0.3,0,0,0,1,"1","3","3","3","2","1","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","2","2","1","1","2","1","1","1","1","2","1",52,2899,2,0,0,"2","1","3","1","1","3",4,5.31
"716",1.5,0,7,1,0,0,1,0,0,0,14,0,0,1,7,0,3.5,3.5,0,0,0,"1","1","1","5","3","1","2","1","2","1","1","3","1","2","1","2","1","1","3","1","1","1","1",5,260,130,1,1989,0,1,1,0,0,0.33,0,0.5,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"2","1","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","1","2","1","2",74,2349,1,0,0,"2","6","6","4","3","3",4,8.83
"717",7,14,14,0,0,1.5,1,1,0,0,14,0,0,3.5,3.5,0,7,3.5,3.5,0,0,"1","1","1","1","3","2","1","2","4","1","1","1","1","2","2","2","3","1","1","1","1","1","1",5,260,150,1,1914,0,1,0.83,0.17,0,0,0.5,0.4,0,0.86,0,0,0,0,0,0.83,0.86,0,0,0,0,0,0.5,0,0.25,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","2","1",65,2349,2,0,0,"2","4","4","4","3","3",1,23.46
"718",3.5,14,7,0,10.5,1,1,1,0,0,3.5,0,0,3.5,7,0,3.5,3.5,0,0,0,"1","4","1","5","3","1","1","1","2","2","1","1","1","1","2","2","3","4","3","1","1","1","2",6,250,160,1,1989,1,1,1,0,0,0,0,0.75,0,0.57,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0.2,0,0,1,"2","2","2","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1",70,1799,2,0,0,"2","4","4","4","3","3",4,11.23
"719",1.5,0,10.5,0,7,0,1,1,3.5,0,0,0,0,1,1,3.5,0,3.5,3.5,0,0,"1","1","2","2","3","2","1","1","3","1","1","3","1","1","1","2","3","2","1","1","1","1","1",4,280,150,1,1948,1,0,0.8,0,0.2,0,0.6,0.25,0,1,0,0,0,0,0,0.14,0,0,1,0,0,0,0.4,0.67,0,0,0,1,"1","1","3","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","1","1","2","1",64,6449,2,0,0,"2","4","3","4","3","3",4,15.32
"720",0.5,0,0,0,10.5,0,1,1,3.5,0,0,0,0,3.5,1,0,0,7,1,3.5,7,"1","3","1","5","3","1","1","1","2","1","1","3","1","1","1","2","3","1","1","1","1","1","1",3,280,82,1,1914,0,0,1,0,0,0,0,1,0,0.75,0.2,0,0,0.4,0,0,0,0,1,0,0,0,0.4,0.56,0,0,0,1,"2","1","3","1","1","2","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1",38,1299,1,1,0,"2","7","4","1","1","1",4,16.75
"721",7,14,14,0,7,0,1,1,0,0,14,0,0,3.5,7,7,3.5,3.5,3.5,0,3.5,"4","3","2","2","3","1","1","1","3","2","2","2","1","1","2","2","1","4","3","2","2","1","1",4,250,88,2,1914,1,0,0.8,0.27,0,0.2,0.33,0.5,0,0,0,0,0,1,0.11,0.33,0,0,0.8,0,0,0,1,0,1,0,0,1,"1","1","3","3","1","2","1","1","2","1","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1",44,2899,6,3,1,"2","1","4","1","1","3",3,14.52
"722",1.5,7,7,7,7,0,0,3.5,0,1,1,0,0,1,3.5,0,3.5,3.5,3.5,1,1,"1","1","2","5","3","1","1","1","2","1","1","3","1","1","2","2","3","1","4","1","1","1","1",4,250,90,1,1914,2,0,0.79,0,0.21,0,0.5,0.4,0,0.33,0,0,0,0.86,0,0,0,0,1,0,0,0,0.5,0,0.25,0,0,1,"1","2","2","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1",57,4249,3,0,0,"1","8","6","4","3","3",4,19.65
"723",3.5,0,3.5,0,0,0,1,1,0,0,14,0,0,0,3.5,1,0,3.5,0,3.5,0,"4","1","2","5","3","2","1","1","1","1","1","3","1","1","2","2","3","1","5","1","1","1","2",5,250,160,1,1948,1,0,0,1,0,0.2,0.33,0,0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0.67,0.6,0,0,0,1,"1","2","2","3","2","1","1","1","1","2","1","1","2","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","2","1","1","1","2","1",48,1799,1,0,0,"1","2","4","1","1","1",2,10.8
"724",3.5,0,14,0,7,3.5,0,1,1,0,0,0,14,3.5,1,0,3.5,3.5,0,0,0,"4","1","2","5","3","2","2","1","3","1","1","3","1","2","1","1","3","5","1","1","1","1","1",6,280,110,2,1981,0,1,0.88,0,0.13,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0.29,0,0,0,0.33,0.43,0,0,0,1,"2","3","1","3","2","2","1","1","1","2","1","1","2","1","1","1","1","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","2","1",69,2899,2,0,0,"2","4","3","4","3","3",1,31.61
"725",1.5,14,14,0,7,0,1,0,0,0,0,0,0,7,7,3.5,3.5,7,0,0,3.5,"4","1","2","2","2","1","1","2","3","1","1","3","1","1","2","2","1","1","4","1","1","1","1",7,270,140,1,1989,1,0,0.7,0,0.3,0.57,0.25,0,0,0.6,0,0,0,0.17,0,0,0,0,0.8,0,0.17,0,0.33,0,0.33,0,0,1,"1","1","1","2","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","2","1","2",73,2349,5,0,0,"1","8","3","4","3","3",1,10.65
"726",1.5,0,0,0,7,0,1,3.5,3.5,0,14,0,0,1,0,0,0,1,0,0,0,"1","1","1","5","3","2","1","1","4","1","1","3","1","1","1","2","3","4","2","2","2","1","2",5,250,140,2,1914,1,0,0,1,0,0,0,0.67,0,0.75,0,0.25,0.17,0.14,0.2,0.4,0.8,0,0,0,0.25,0,0.8,0,0,0,0,1,"1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","1","1","2","1",48,2899,1,0,0,"2","1","5","1","1","1",3,31.88
"727",3.5,3.5,15,0.5,7,0,1,7,1,0,14,0,0,1,1,7,3.5,3.5,0,0,0,"3","3","2","4","3","2","1","1","3","1","1","3","1","1","1","2","2","3","1","2","2","1","1",3,250,170,1,1989,0,1,0.88,0.13,0,0.2,0.5,0,0,0.89,0,0.33,0,0,0,0.33,1,0,0,0,0,0,0.8,0.6,0,0,0,1,"1","1","3","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","1","1","1",38,4249,2,0,0,"2","4","4","1","1","3",1,18.5
"728",3.5,0,14,14,14,0,1,3.5,3.5,0,1,0,0,3.5,3.5,0,3.5,3.5,3.5,1,3.5,"4","1","2","4","3","2","2","1","4","2","1","2","1","1","2","2","3","2","1","1","1","1","2",7,250,216,2,1967,1,0,1,0,0,1,0,0.43,0,0,0,0,0,0.75,0,0,0,0,1,0.13,0,0,0.75,0.25,0.25,0,0,1,"2","1","1","3","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","2","1","1","2","1","2",81,2899,2,0,1,"2","9","3","4","3","3",1,13.27
"729",1.5,7,7,3.5,7,0,1,1,7,3.5,0,0,0,3.5,3.5,3.5,3.5,3.5,7,0,0,"2","3","1","5","2","2","1","1","2","1","1","3","1","1","2","2","3","1","4","1","1","1","1",6,250,120,3,1914,1,0,1,0,0,0.33,0,0.33,0.25,0,0,0,0,0.4,0,0,0,0,1,0,0,0,0.33,0,0,0,0,1,"1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","2","1",77,2349,1,0,0,"1","6","3","4","3","3",4,12.07
